"sid","r","n_type","heterog","theta","theta1","theta2","C","n","w12","p11","p22","p12","pi01","pi11","pi02","pi12","B"
1047,0.7,"Equal","Large",0.56,0.455,0.665,50,10,0.5,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
1048,0.7,"Equal","Large",0.56,0.455,0.665,50,10,0.5,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
1049,0.7,"Equal","Large",0.56,0.455,0.665,50,10,0.8,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
1050,0.7,"Equal","Large",0.56,0.455,0.665,50,10,0.8,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
1051,0.7,"Equal","Large",0.56,0.455,0.665,50,30,0.2,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
1052,0.7,"Equal","Large",0.56,0.455,0.665,50,30,0.2,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
1053,0.7,"Equal","Large",0.56,0.455,0.665,50,30,0.5,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
1054,0.7,"Equal","Large",0.56,0.455,0.665,50,30,0.5,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
1055,0.7,"Equal","Large",0.56,0.455,0.665,50,30,0.8,0.1,0.05,0.025,0.3,0.2623,0.3,0.4205,5000
1056,0.7,"Equal","Large",0.56,0.455,0.665,50,30,0.8,0.1,0.05,0.025,0.5,0.4588,0.5,0.6242,5000
1057,0.7,"Equal","Large",0.64,0.535,0.745,10,10,0.2,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
1058,0.7,"Equal","Large",0.64,0.535,0.745,10,10,0.2,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
1059,0.7,"Equal","Large",0.64,0.535,0.745,10,10,0.5,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
1060,0.7,"Equal","Large",0.64,0.535,0.745,10,10,0.5,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
1061,0.7,"Equal","Large",0.64,0.535,0.745,10,10,0.8,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
1062,0.7,"Equal","Large",0.64,0.535,0.745,10,10,0.8,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
1063,0.7,"Equal","Large",0.64,0.535,0.745,10,30,0.2,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
1064,0.7,"Equal","Large",0.64,0.535,0.745,10,30,0.2,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
1065,0.7,"Equal","Large",0.64,0.535,0.745,10,30,0.5,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
1066,0.7,"Equal","Large",0.64,0.535,0.745,10,30,0.5,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
1067,0.7,"Equal","Large",0.64,0.535,0.745,10,30,0.8,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
1068,0.7,"Equal","Large",0.64,0.535,0.745,10,30,0.8,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
1069,0.7,"Equal","Large",0.64,0.535,0.745,20,10,0.2,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
1070,0.7,"Equal","Large",0.64,0.535,0.745,20,10,0.2,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
1071,0.7,"Equal","Large",0.64,0.535,0.745,20,10,0.5,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
1072,0.7,"Equal","Large",0.64,0.535,0.745,20,10,0.5,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
1073,0.7,"Equal","Large",0.64,0.535,0.745,20,10,0.8,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
1074,0.7,"Equal","Large",0.64,0.535,0.745,20,10,0.8,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
1075,0.7,"Equal","Large",0.64,0.535,0.745,20,30,0.2,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
1076,0.7,"Equal","Large",0.64,0.535,0.745,20,30,0.2,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
1077,0.7,"Equal","Large",0.64,0.535,0.745,20,30,0.5,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
1078,0.7,"Equal","Large",0.64,0.535,0.745,20,30,0.5,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
1079,0.7,"Equal","Large",0.64,0.535,0.745,20,30,0.8,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
1080,0.7,"Equal","Large",0.64,0.535,0.745,20,30,0.8,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
1081,0.7,"Equal","Large",0.64,0.535,0.745,30,10,0.2,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
1082,0.7,"Equal","Large",0.64,0.535,0.745,30,10,0.2,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
1083,0.7,"Equal","Large",0.64,0.535,0.745,30,10,0.5,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
1084,0.7,"Equal","Large",0.64,0.535,0.745,30,10,0.5,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
1085,0.7,"Equal","Large",0.64,0.535,0.745,30,10,0.8,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
1086,0.7,"Equal","Large",0.64,0.535,0.745,30,10,0.8,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
1087,0.7,"Equal","Large",0.64,0.535,0.745,30,30,0.2,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
1088,0.7,"Equal","Large",0.64,0.535,0.745,30,30,0.2,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
1089,0.7,"Equal","Large",0.64,0.535,0.745,30,30,0.5,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
1090,0.7,"Equal","Large",0.64,0.535,0.745,30,30,0.5,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
1091,0.7,"Equal","Large",0.64,0.535,0.745,30,30,0.8,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
1092,0.7,"Equal","Large",0.64,0.535,0.745,30,30,0.8,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
1093,0.7,"Equal","Large",0.64,0.535,0.745,50,10,0.2,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
1094,0.7,"Equal","Large",0.64,0.535,0.745,50,10,0.2,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
1095,0.7,"Equal","Large",0.64,0.535,0.745,50,10,0.5,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
1096,0.7,"Equal","Large",0.64,0.535,0.745,50,10,0.5,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
1097,0.7,"Equal","Large",0.64,0.535,0.745,50,10,0.8,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
1098,0.7,"Equal","Large",0.64,0.535,0.745,50,10,0.8,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
1099,0.7,"Equal","Large",0.64,0.535,0.745,50,30,0.2,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
1100,0.7,"Equal","Large",0.64,0.535,0.745,50,30,0.2,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
1101,0.7,"Equal","Large",0.64,0.535,0.745,50,30,0.5,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
1102,0.7,"Equal","Large",0.64,0.535,0.745,50,30,0.5,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
1103,0.7,"Equal","Large",0.64,0.535,0.745,50,30,0.8,0.1,0.05,0.025,0.3,0.3301,0.3,0.4882,5000
1104,0.7,"Equal","Large",0.64,0.535,0.745,50,30,0.8,0.1,0.05,0.025,0.5,0.532,0.5,0.6891,5000
1105,0.7,"Equal","Large",0.71,0.605,0.815,10,10,0.2,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
1106,0.7,"Equal","Large",0.71,0.605,0.815,10,10,0.2,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
1107,0.7,"Equal","Large",0.71,0.605,0.815,10,10,0.5,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
1108,0.7,"Equal","Large",0.71,0.605,0.815,10,10,0.5,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
1109,0.7,"Equal","Large",0.71,0.605,0.815,10,10,0.8,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
1110,0.7,"Equal","Large",0.71,0.605,0.815,10,10,0.8,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
1111,0.7,"Equal","Large",0.71,0.605,0.815,10,30,0.2,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
1112,0.7,"Equal","Large",0.71,0.605,0.815,10,30,0.2,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
1113,0.7,"Equal","Large",0.71,0.605,0.815,10,30,0.5,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
1114,0.7,"Equal","Large",0.71,0.605,0.815,10,30,0.5,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
1115,0.7,"Equal","Large",0.71,0.605,0.815,10,30,0.8,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
1116,0.7,"Equal","Large",0.71,0.605,0.815,10,30,0.8,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
1117,0.7,"Equal","Large",0.71,0.605,0.815,20,10,0.2,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
1118,0.7,"Equal","Large",0.71,0.605,0.815,20,10,0.2,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
1119,0.7,"Equal","Large",0.71,0.605,0.815,20,10,0.5,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
1120,0.7,"Equal","Large",0.71,0.605,0.815,20,10,0.5,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
1121,0.7,"Equal","Large",0.71,0.605,0.815,20,10,0.8,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
1122,0.7,"Equal","Large",0.71,0.605,0.815,20,10,0.8,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
1123,0.7,"Equal","Large",0.71,0.605,0.815,20,30,0.2,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
1124,0.7,"Equal","Large",0.71,0.605,0.815,20,30,0.2,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
1125,0.7,"Equal","Large",0.71,0.605,0.815,20,30,0.5,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
1126,0.7,"Equal","Large",0.71,0.605,0.815,20,30,0.5,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
1127,0.7,"Equal","Large",0.71,0.605,0.815,20,30,0.8,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
1128,0.7,"Equal","Large",0.71,0.605,0.815,20,30,0.8,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
1129,0.7,"Equal","Large",0.71,0.605,0.815,30,10,0.2,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
1130,0.7,"Equal","Large",0.71,0.605,0.815,30,10,0.2,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
1131,0.7,"Equal","Large",0.71,0.605,0.815,30,10,0.5,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
1132,0.7,"Equal","Large",0.71,0.605,0.815,30,10,0.5,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
1133,0.7,"Equal","Large",0.71,0.605,0.815,30,10,0.8,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
1134,0.7,"Equal","Large",0.71,0.605,0.815,30,10,0.8,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
1135,0.7,"Equal","Large",0.71,0.605,0.815,30,30,0.2,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
1136,0.7,"Equal","Large",0.71,0.605,0.815,30,30,0.2,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
1137,0.7,"Equal","Large",0.71,0.605,0.815,30,30,0.5,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
1138,0.7,"Equal","Large",0.71,0.605,0.815,30,30,0.5,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
1139,0.7,"Equal","Large",0.71,0.605,0.815,30,30,0.8,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
1140,0.7,"Equal","Large",0.71,0.605,0.815,30,30,0.8,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
1141,0.7,"Equal","Large",0.71,0.605,0.815,50,10,0.2,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
1142,0.7,"Equal","Large",0.71,0.605,0.815,50,10,0.2,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
1143,0.7,"Equal","Large",0.71,0.605,0.815,50,10,0.5,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
1144,0.7,"Equal","Large",0.71,0.605,0.815,50,10,0.5,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
1145,0.7,"Equal","Large",0.71,0.605,0.815,50,10,0.8,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
1146,0.7,"Equal","Large",0.71,0.605,0.815,50,10,0.8,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
1147,0.7,"Equal","Large",0.71,0.605,0.815,50,30,0.2,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
1148,0.7,"Equal","Large",0.71,0.605,0.815,50,30,0.2,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
1149,0.7,"Equal","Large",0.71,0.605,0.815,50,30,0.5,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
1150,0.7,"Equal","Large",0.71,0.605,0.815,50,30,0.5,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
1151,0.7,"Equal","Large",0.71,0.605,0.815,50,30,0.8,0.1,0.05,0.025,0.3,0.3929,0.3,0.5571,5000
1152,0.7,"Equal","Large",0.71,0.605,0.815,50,30,0.8,0.1,0.05,0.025,0.5,0.5965,0.5,0.7515,5000
1153,0.7,"Unequal","None",0.5,0.5,0.5,10,10,0.2,0.1,0.05,0.025,0.3,0.3,0.3,0.3,5000
1154,0.7,"Unequal","None",0.5,0.5,0.5,10,10,0.2,0.1,0.05,0.025,0.5,0.5,0.5,0.5,5000
1155,0.7,"Unequal","None",0.5,0.5,0.5,10,10,0.5,0.1,0.05,0.025,0.3,0.3,0.3,0.3,5000
1156,0.7,"Unequal","None",0.5,0.5,0.5,10,10,0.5,0.1,0.05,0.025,0.5,0.5,0.5,0.5,5000
1157,0.7,"Unequal","None",0.5,0.5,0.5,10,10,0.8,0.1,0.05,0.025,0.3,0.3,0.3,0.3,5000
1158,0.7,"Unequal","None",0.5,0.5,0.5,10,10,0.8,0.1,0.05,0.025,0.5,0.5,0.5,0.5,5000
1159,0.7,"Unequal","None",0.5,0.5,0.5,10,30,0.2,0.1,0.05,0.025,0.3,0.3,0.3,0.3,5000
1160,0.7,"Unequal","None",0.5,0.5,0.5,10,30,0.2,0.1,0.05,0.025,0.5,0.5,0.5,0.5,5000
1161,0.7,"Unequal","None",0.5,0.5,0.5,10,30,0.5,0.1,0.05,0.025,0.3,0.3,0.3,0.3,5000
1162,0.7,"Unequal","None",0.5,0.5,0.5,10,30,0.5,0.1,0.05,0.025,0.5,0.5,0.5,0.5,5000
1163,0.7,"Unequal","None",0.5,0.5,0.5,10,30,0.8,0.1,0.05,0.025,0.3,0.3,0.3,0.3,5000
1164,0.7,"Unequal","None",0.5,0.5,0.5,10,30,0.8,0.1,0.05,0.025,0.5,0.5,0.5,0.5,5000
1165,0.7,"Unequal","None",0.5,0.5,0.5,20,10,0.2,0.1,0.05,0.025,0.3,0.3,0.3,0.3,5000
1166,0.7,"Unequal","None",0.5,0.5,0.5,20,10,0.2,0.1,0.05,0.025,0.5,0.5,0.5,0.5,5000
1167,0.7,"Unequal","None",0.5,0.5,0.5,20,10,0.5,0.1,0.05,0.025,0.3,0.3,0.3,0.3,5000
1168,0.7,"Unequal","None",0.5,0.5,0.5,20,10,0.5,0.1,0.05,0.025,0.5,0.5,0.5,0.5,5000
1169,0.7,"Unequal","None",0.5,0.5,0.5,20,10,0.8,0.1,0.05,0.025,0.3,0.3,0.3,0.3,5000
1170,0.7,"Unequal","None",0.5,0.5,0.5,20,10,0.8,0.1,0.05,0.025,0.5,0.5,0.5,0.5,5000
1171,0.7,"Unequal","None",0.5,0.5,0.5,20,30,0.2,0.1,0.05,0.025,0.3,0.3,0.3,0.3,5000
1172,0.7,"Unequal","None",0.5,0.5,0.5,20,30,0.2,0.1,0.05,0.025,0.5,0.5,0.5,0.5,5000
1173,0.7,"Unequal","None",0.5,0.5,0.5,20,30,0.5,0.1,0.05,0.025,0.3,0.3,0.3,0.3,5000
1174,0.7,"Unequal","None",0.5,0.5,0.5,20,30,0.5,0.1,0.05,0.025,0.5,0.5,0.5,0.5,5000
1175,0.7,"Unequal","None",0.5,0.5,0.5,20,30,0.8,0.1,0.05,0.025,0.3,0.3,0.3,0.3,5000
1176,0.7,"Unequal","None",0.5,0.5,0.5,20,30,0.8,0.1,0.05,0.025,0.5,0.5,0.5,0.5,5000
1177,0.7,"Unequal","None",0.5,0.5,0.5,30,10,0.2,0.1,0.05,0.025,0.3,0.3,0.3,0.3,5000
1178,0.7,"Unequal","None",0.5,0.5,0.5,30,10,0.2,0.1,0.05,0.025,0.5,0.5,0.5,0.5,5000
1179,0.7,"Unequal","None",0.5,0.5,0.5,30,10,0.5,0.1,0.05,0.025,0.3,0.3,0.3,0.3,5000
1180,0.7,"Unequal","None",0.5,0.5,0.5,30,10,0.5,0.1,0.05,0.025,0.5,0.5,0.5,0.5,5000
1181,0.7,"Unequal","None",0.5,0.5,0.5,30,10,0.8,0.1,0.05,0.025,0.3,0.3,0.3,0.3,5000
1182,0.7,"Unequal","None",0.5,0.5,0.5,30,10,0.8,0.1,0.05,0.025,0.5,0.5,0.5,0.5,5000
1183,0.7,"Unequal","None",0.5,0.5,0.5,30,30,0.2,0.1,0.05,0.025,0.3,0.3,0.3,0.3,5000
1184,0.7,"Unequal","None",0.5,0.5,0.5,30,30,0.2,0.1,0.05,0.025,0.5,0.5,0.5,0.5,5000
1185,0.7,"Unequal","None",0.5,0.5,0.5,30,30,0.5,0.1,0.05,0.025,0.3,0.3,0.3,0.3,5000
1186,0.7,"Unequal","None",0.5,0.5,0.5,30,30,0.5,0.1,0.05,0.025,0.5,0.5,0.5,0.5,5000
1187,0.7,"Unequal","None",0.5,0.5,0.5,30,30,0.8,0.1,0.05,0.025,0.3,0.3,0.3,0.3,5000
1188,0.7,"Unequal","None",0.5,0.5,0.5,30,30,0.8,0.1,0.05,0.025,0.5,0.5,0.5,0.5,5000
1189,0.7,"Unequal","None",0.5,0.5,0.5,50,10,0.2,0.1,0.05,0.025,0.3,0.3,0.3,0.3,5000
1190,0.7,"Unequal","None",0.5,0.5,0.5,50,10,0.2,0.1,0.05,0.025,0.5,0.5,0.5,0.5,5000
1191,0.7,"Unequal","None",0.5,0.5,0.5,50,10,0.5,0.1,0.05,0.025,0.3,0.3,0.3,0.3,5000
1192,0.7,"Unequal","None",0.5,0.5,0.5,50,10,0.5,0.1,0.05,0.025,0.5,0.5,0.5,0.5,5000
1193,0.7,"Unequal","None",0.5,0.5,0.5,50,10,0.8,0.1,0.05,0.025,0.3,0.3,0.3,0.3,5000
1194,0.7,"Unequal","None",0.5,0.5,0.5,50,10,0.8,0.1,0.05,0.025,0.5,0.5,0.5,0.5,5000
1195,0.7,"Unequal","None",0.5,0.5,0.5,50,30,0.2,0.1,0.05,0.025,0.3,0.3,0.3,0.3,5000
1196,0.7,"Unequal","None",0.5,0.5,0.5,50,30,0.2,0.1,0.05,0.025,0.5,0.5,0.5,0.5,5000
1197,0.7,"Unequal","None",0.5,0.5,0.5,50,30,0.5,0.1,0.05,0.025,0.3,0.3,0.3,0.3,5000
1198,0.7,"Unequal","None",0.5,0.5,0.5,50,30,0.5,0.1,0.05,0.025,0.5,0.5,0.5,0.5,5000
1199,0.7,"Unequal","None",0.5,0.5,0.5,50,30,0.8,0.1,0.05,0.025,0.3,0.3,0.3,0.3,5000
1200,0.7,"Unequal","None",0.5,0.5,0.5,50,30,0.8,0.1,0.05,0.025,0.5,0.5,0.5,0.5,5000
1201,0.7,"Unequal","None",0.56,0.56,0.56,10,10,0.2,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
1202,0.7,"Unequal","None",0.56,0.56,0.56,10,10,0.2,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
1203,0.7,"Unequal","None",0.56,0.56,0.56,10,10,0.5,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
1204,0.7,"Unequal","None",0.56,0.56,0.56,10,10,0.5,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
1205,0.7,"Unequal","None",0.56,0.56,0.56,10,10,0.8,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
1206,0.7,"Unequal","None",0.56,0.56,0.56,10,10,0.8,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
1207,0.7,"Unequal","None",0.56,0.56,0.56,10,30,0.2,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
1208,0.7,"Unequal","None",0.56,0.56,0.56,10,30,0.2,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
1209,0.7,"Unequal","None",0.56,0.56,0.56,10,30,0.5,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
1210,0.7,"Unequal","None",0.56,0.56,0.56,10,30,0.5,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
1211,0.7,"Unequal","None",0.56,0.56,0.56,10,30,0.8,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
1212,0.7,"Unequal","None",0.56,0.56,0.56,10,30,0.8,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
1213,0.7,"Unequal","None",0.56,0.56,0.56,20,10,0.2,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
1214,0.7,"Unequal","None",0.56,0.56,0.56,20,10,0.2,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
1215,0.7,"Unequal","None",0.56,0.56,0.56,20,10,0.5,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
1216,0.7,"Unequal","None",0.56,0.56,0.56,20,10,0.5,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
1217,0.7,"Unequal","None",0.56,0.56,0.56,20,10,0.8,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
1218,0.7,"Unequal","None",0.56,0.56,0.56,20,10,0.8,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
1219,0.7,"Unequal","None",0.56,0.56,0.56,20,30,0.2,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
1220,0.7,"Unequal","None",0.56,0.56,0.56,20,30,0.2,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
1221,0.7,"Unequal","None",0.56,0.56,0.56,20,30,0.5,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
1222,0.7,"Unequal","None",0.56,0.56,0.56,20,30,0.5,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
1223,0.7,"Unequal","None",0.56,0.56,0.56,20,30,0.8,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
1224,0.7,"Unequal","None",0.56,0.56,0.56,20,30,0.8,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
1225,0.7,"Unequal","None",0.56,0.56,0.56,30,10,0.2,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
1226,0.7,"Unequal","None",0.56,0.56,0.56,30,10,0.2,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
1227,0.7,"Unequal","None",0.56,0.56,0.56,30,10,0.5,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
1228,0.7,"Unequal","None",0.56,0.56,0.56,30,10,0.5,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
1229,0.7,"Unequal","None",0.56,0.56,0.56,30,10,0.8,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
1230,0.7,"Unequal","None",0.56,0.56,0.56,30,10,0.8,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
1231,0.7,"Unequal","None",0.56,0.56,0.56,30,30,0.2,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
1232,0.7,"Unequal","None",0.56,0.56,0.56,30,30,0.2,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
1233,0.7,"Unequal","None",0.56,0.56,0.56,30,30,0.5,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
1234,0.7,"Unequal","None",0.56,0.56,0.56,30,30,0.5,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
1235,0.7,"Unequal","None",0.56,0.56,0.56,30,30,0.8,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
1236,0.7,"Unequal","None",0.56,0.56,0.56,30,30,0.8,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
1237,0.7,"Unequal","None",0.56,0.56,0.56,50,10,0.2,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
1238,0.7,"Unequal","None",0.56,0.56,0.56,50,10,0.2,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
1239,0.7,"Unequal","None",0.56,0.56,0.56,50,10,0.5,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
1240,0.7,"Unequal","None",0.56,0.56,0.56,50,10,0.5,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
1241,0.7,"Unequal","None",0.56,0.56,0.56,50,10,0.8,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
1242,0.7,"Unequal","None",0.56,0.56,0.56,50,10,0.8,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
1243,0.7,"Unequal","None",0.56,0.56,0.56,50,30,0.2,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
1244,0.7,"Unequal","None",0.56,0.56,0.56,50,30,0.2,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
1245,0.7,"Unequal","None",0.56,0.56,0.56,50,30,0.5,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
1246,0.7,"Unequal","None",0.56,0.56,0.56,50,30,0.5,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
1247,0.7,"Unequal","None",0.56,0.56,0.56,50,30,0.8,0.1,0.05,0.025,0.3,0.3521,0.3,0.3418,5000
1248,0.7,"Unequal","None",0.56,0.56,0.56,50,30,0.8,0.1,0.05,0.025,0.5,0.555,0.5,0.5444,5000
1249,0.7,"Unequal","None",0.64,0.64,0.64,10,10,0.2,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
1250,0.7,"Unequal","None",0.64,0.64,0.64,10,10,0.2,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
1251,0.7,"Unequal","None",0.64,0.64,0.64,10,10,0.5,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
1252,0.7,"Unequal","None",0.64,0.64,0.64,10,10,0.5,0.1,0.05,0.025,0.5,0.6292,0.5,0.6048,5000
1253,0.7,"Unequal","None",0.64,0.64,0.64,10,10,0.8,0.1,0.05,0.025,0.3,0.4259,0.3,0.4009,5000
